taz_id,far_prcnt_estimate_q8,far_estimate_count,units_per_acre_q8,units_per_acre_estimate_count
673.0,151.65426000000048,1222,66.06060540000021,1222
674.0,16.3977,1796,7.142857000000001,1796
675.0,16.3977,1559,7.142857000000001,1559
676.0,37.34310000000014,1499,16.266666400000062,1499
677.0,32.7954,716,14.285714000000002,716
678.0,16.3977,932,7.142857000000001,932
679.0,114.7842,1113,50.0,1113
680.0,17.6591,2017,7.692307,2017
681.0,19.1307,1067,8.333333,1067
682.0,16.3977,1768,7.142857000000001,1768
683.0,16.3977,1339,7.142857000000001,1339
684.0,17.6591,2051,7.6923070000000004,2051
685.0,28.695999999999998,1145,12.5,1145
686.0,38.2614,1155,16.666666,1155
687.0,76.5228,849,33.333333,849
688.0,32.7954,2023,14.285714000000002,2023
689.0,12.753800000000002,1432,5.555555,1432
690.0,15.3045,1906,6.666666,1906
691.0,11.4784,1025,5.0,1025
692.0,45.9136,996,20.0,996
693.0,16.3977,1356,7.142857000000001,1356
694.0,15.3045,1715,6.666666,1715
695.0,16.3977,2562,7.142857000000001,2562
696.0,45.9136,1704,20.0,1704
697.0,4.874560000000001,301,2.1233726,301
698.0,15.3045,2147,6.666666000000001,2147
699.0,15.3045,1495,6.666666,1495
700.0,51.01520000000001,2082,22.222222,2082
701.0,22.9568,1736,10.0,1736
702.0,38.2614,1880,16.666666,1880
703.0,16.3977,1143,7.142857000000001,1143
704.0,12.0825,1106,5.263157,1106
705.0,19.1307,2496,8.333333,2496
706.0,5.3805,302,2.34375,302
707.0,45.9136,1122,20.0,1122
708.0,28.695999999999998,1970,12.5,1970
709.0,25.507600000000004,1172,11.111111,1172
710.0,25.507600000000004,1382,11.111111,1382
711.0,16.3977,2449,7.142857000000001,2449
712.0,4.537300000000008,945,1.9764704000000035,945
713.0,2.4953,1153,1.086956,1153
714.0,25.290500000000005,29,11.016548199999999,29
715.0,25.507600000000004,2020,11.111111,2020
716.0,16.3977,1310,7.142857000000001,1310
717.0,19.1307,1667,8.333333,1667
718.0,21.863599999999998,1822,9.523809,1822
719.0,49.5147,1391,21.568627,1391
720.0,16.3977,1311,7.142857000000001,1311
721.0,25.507600000000004,1485,11.111111,1485
722.0,20.869799999999998,2109,9.090909,2109
723.0,20.869799999999998,1360,9.090909,1360
724.0,28.695999999999998,1711,12.5,1711
725.0,10.434899999999999,1375,4.545454,1375
726.0,16.3977,2602,7.142857000000001,2602
727.0,16.3977,1028,7.142857000000001,1028
728.0,16.3977,2272,7.142857000000001,2272
729.0,62.6095,2023,27.272727000000003,2023
730.0,57.3921,1153,25.0,1153
731.0,28.695999999999998,367,12.5,367
732.0,25.507600000000004,1461,11.111111,1461
733.0,15.3045,1775,6.666666,1775
734.0,15.3045,2214,6.666666,2214
735.0,12.0825,1218,5.263157,1218
736.0,38.2614,2224,16.666666,2224
737.0,16.3977,1532,7.142857000000001,1532
738.0,25.507600000000004,1712,11.111111,1712
739.0,53.185040000000036,785,23.16742060000002,785
740.0,25.507600000000004,1203,11.111111,1203
741.0,13.504000000000001,1379,5.882352,1379
742.0,114.7842,1570,50.0,1570
743.0,32.7954,2481,14.285714000000002,2481
744.0,24.165,1110,10.526314999999999,1110
745.0,45.9136,1150,20.0,1150
746.0,11.4784,2425,5.0,2425
747.0,9.182699999999999,1194,4.0,1194
748.0,16.3977,1226,7.142857000000001,1226
749.0,28.695999999999998,1039,12.5,1039
750.0,57.3921,135,25.0,135
751.0,229.5684,23,100.0,23
752.0,46.586340000000014,35,20.29303940000001,35
753.0,15.3045,1443,6.666666,1443
754.0,16.3977,822,7.142857000000001,822
755.0,38.2614,2593,16.666666,2593
756.0,16.3977,2095,7.142857000000001,2095
757.0,20.869799999999998,797,9.090909,797
758.0,32.7954,1339,14.285714000000002,1339
759.0,17.6591,1803,7.692307000000001,1803
760.0,19.1307,1588,8.333333,1588
761.0,41.7397,1318,18.181818,1318
762.0,28.695999999999998,621,12.5,621
763.0,114.7842,730,50.0,730
764.0,17.6591,1615,7.6923070000000004,1615
765.0,19.1307,943,8.333333,943
766.0,14.347999999999999,850,6.25,850
767.0,40.512,1926,17.647057999999998,1926
768.0,20.869799999999998,1877,9.090909,1877
769.0,258.26439999999997,429,112.5,429
770.0,28.695999999999998,1712,12.5,1712
771.0,16.3977,2230,7.142857000000001,2230
772.0,20.869799999999998,1006,9.090909,1006
773.0,28.695999999999998,1202,12.5,1202
774.0,38.2614,1089,16.666666,1089
775.0,16.3977,2083,7.142857000000001,2083
776.0,62.6095,1504,27.272727000000003,1504
777.0,137.741,110,60.0,110
778.0,114.7842,1039,50.0,1039
779.0,27.008000000000003,1503,11.764705,1503
780.0,14.347999999999999,1028,6.25,1028
781.0,20.869799999999998,1259,9.090909,1259
782.0,32.7954,1873,14.285714000000002,1873
783.0,20.869799999999998,440,9.090909,440
784.0,17.6591,1605,7.6923070000000004,1605
785.0,30.6091,1526,13.333332999999998,1526
786.0,17.6591,1339,7.692307,1339
787.0,38.2614,1806,16.666666,1806
788.0,25.507600000000004,1641,11.111110999999998,1641
789.0,32.7954,1262,14.285714000000002,1262
790.0,20.869799999999998,1852,9.090909,1852
791.0,76.5228,813,33.333333,813
792.0,16.3977,888,7.142857000000001,888
793.0,57.3921,1213,25.0,1213
794.0,22.9568,875,10.0,875
795.0,28.695999999999998,531,12.5,531
796.0,25.507600000000004,1585,11.111111,1585
797.0,22.9568,1417,10.0,1417
798.0,35.07086000000002,594,15.276879600000006,594
799.0,32.7954,977,14.285714000000002,977
800.0,17.6591,1124,7.6923070000000004,1124
801.0,35.3182,2007,15.384615,2007
802.0,35.3182,1187,15.384615,1187
803.0,45.9136,331,20.0,331
804.0,20.869799999999998,896,9.090909,896
805.0,20.869799999999998,1880,9.090909,1880
806.0,28.695999999999998,1822,12.5,1822
807.0,20.869799999999998,789,9.090909,789
808.0,19.1307,924,8.333333,924
809.0,17.6591,527,7.692307,527
810.0,76.5228,2265,33.333333,2265
811.0,38.2614,1324,16.666666,1324
812.0,20.869799999999998,862,9.090909,862
813.0,20.869799999999998,640,9.090909,640
814.0,20.869799999999998,953,9.090909,953
815.0,38.69860000000001,437,16.857142,437
816.0,20.869799999999998,615,9.090909,615
817.0,49.47682000000002,506,21.552126800000014,506
818.0,25.507600000000004,1208,11.111111,1208
819.0,28.695999999999998,406,12.5,406
820.0,19.9624,2518,8.695652,2518
821.0,15.3045,1138,6.666666,1138
822.0,19.1307,858,8.333333,858
823.0,32.7954,1889,14.285714000000002,1889
824.0,28.695999999999998,541,12.5,541
825.0,25.507600000000004,1027,11.111111,1027
826.0,35.3182,414,15.384615,414
827.0,20.869799999999998,636,9.090909,636
828.0,76.5228,1233,33.333333,1233
829.0,41.7397,742,18.181818,742
830.0,20.869799999999998,1089,9.090909,1089
831.0,44.50088000000004,312,19.384615200000013,312
832.0,20.869799999999998,1359,9.090909,1359
833.0,19.1307,1417,8.333333,1417
834.0,20.869799999999998,1683,9.090909,1683
835.0,20.869799999999998,1576,9.090909,1576
836.0,19.1307,1127,8.333333,1127
837.0,32.7954,1450,14.285714000000002,1450
838.0,38.2614,739,16.666666,739
839.0,114.7842,595,50.0,595
840.0,25.383160000000004,1252,11.056910200000003,1252
841.0,32.7954,884,14.285714000000002,884
842.0,20.869799999999998,642,9.090909,642
843.0,19.1307,1415,8.333333,1415
844.0,45.9136,2222,20.0,2222
845.0,22.9568,1976,10.0,1976
846.0,22.9568,1648,10.0,1648
847.0,52.97729999999999,416,23.076923,416
848.0,43.044000000000004,507,18.75,507
849.0,19.1307,1295,8.333333,1295
850.0,16.3977,1365,7.142857000000001,1365
851.0,17.6591,803,7.6923070000000004,803
852.0,19.1307,1914,8.333333,1914
853.0,22.9568,1552,10.0,1552
854.0,52.174600000000005,488,22.727272,488
855.0,39.97480000000001,812,17.413043200000004,812
856.0,32.7954,1537,14.285714000000002,1537
857.0,45.9136,712,20.0,712
858.0,19.1307,1411,8.333333,1411
859.0,19.1307,1304,8.333333,1304
860.0,41.7397,1213,18.181818,1213
861.0,19.1307,2255,8.333333,2255
862.0,32.7954,1264,14.285714000000002,1264
863.0,22.9568,1026,10.0,1026
864.0,79.84979999999999,881,34.782608,881
865.0,20.869799999999998,1353,9.090909,1353
866.0,16.3977,1450,7.142857000000001,1450
867.0,22.9568,843,10.0,843
868.0,22.9568,1243,10.0,1243
869.0,30.6091,932,13.333332999999998,932
870.0,38.2614,1290,16.666666,1290
871.0,61.2182,964,26.666665999999996,964
872.0,20.869799999999998,2000,9.090909,2000
873.0,22.9568,1240,10.0,1240
875.0,25.507600000000004,967,11.111111,967
876.0,25.507600000000004,595,11.111111,595
877.0,28.695999999999998,787,12.5,787
878.0,41.7397,1198,18.181818,1198
879.0,45.9136,929,20.0,929
880.0,51.01520000000001,679,22.222222,679
881.0,38.2614,877,16.666666,877
882.0,32.7954,823,14.285714000000002,823
883.0,17.6591,1208,7.6923070000000004,1208
884.0,16.3977,1379,7.142857000000001,1379
885.0,19.1307,2113,8.333333,2113
886.0,22.9568,1585,10.0,1585
887.0,25.507600000000004,1014,11.111111,1014
888.0,51.01520000000001,979,22.222222,979
889.0,51.01520000000001,918,22.222222,918
890.0,41.7397,1259,18.181818,1259
891.0,51.01520000000001,996,22.222222,996
892.0,51.01520000000001,864,22.222222,864
893.0,45.9136,672,20.0,672
894.0,57.3921,626,25.0,626
895.0,86.0881,875,37.5,875
896.0,123.61370000000001,499,53.846153,499
897.0,65.59089999999999,612,28.571428000000004,612
898.0,65.59089999999999,665,28.571428000000004,665
899.0,38.2614,1709,16.666666,1709
900.0,51.01520000000001,1286,22.222222,1286
901.0,38.2614,1173,16.666666,1173
902.0,28.695999999999998,717,12.5,717
903.0,28.695999999999998,1636,12.5,1636
904.0,45.9136,1434,20.0,1434
905.0,45.9136,1508,20.0,1508
906.0,57.3921,1258,25.0,1258
907.0,25.507600000000004,1009,11.111111,1009
908.0,38.2614,1064,16.666666,1064
909.0,32.7954,1227,14.285714000000002,1227
910.0,25.507600000000004,1885,11.111111,1885
911.0,19.1307,961,8.333333,961
912.0,16.3977,1908,7.142857000000001,1908
913.0,16.3977,2514,7.142857000000001,2514
914.0,16.3977,2203,7.142857000000001,2203
915.0,25.507600000000004,1308,11.111111,1308
916.0,22.9568,1259,10.0,1259
917.0,25.507600000000004,1730,11.111111,1730
918.0,19.1307,2154,8.333333,2154
919.0,15.3045,716,6.666666,716
920.0,19.1307,842,8.333333,842
921.0,35.3182,728,15.384615,728
922.0,45.9136,1361,20.0,1361
923.0,54.40186000000009,1403,23.697478200000038,1403
924.0,57.3921,1007,25.0,1007
925.0,76.5228,825,33.333333,825
926.0,229.5684,580,100.0,580
927.0,83.4794,373,36.363636,373
928.0,76.5228,530,33.333333,530
929.0,54.016000000000005,716,23.529411,716
930.0,51.01520000000001,512,22.222222,512
931.0,57.3921,649,25.0,649
932.0,55.36644000000032,804,24.117646600000135,804
933.0,76.5228,1048,33.333333,1048
934.0,114.7842,757,50.0,757
935.0,76.5228,584,33.333333,584
936.0,70.6364,572,30.76923,572
937.0,32.7954,1114,14.285714000000002,1114
938.0,20.869799999999998,1588,9.090909,1588
939.0,68.8705,826,30.0,826
940.0,121.14760000000008,520,52.771929000000036,520
941.0,200.31688,334,87.25806440000001,334
942.0,258.2644,257,112.5,257
943.0,81.98870000000001,992,35.714285,992
944.0,229.5684,322,100.0,322
945.0,525.2524600000002,94,228.8,94
946.0,382.61400000000003,185,166.666666,185
947.0,247.22749999999996,290,107.692307,290
948.0,57.3921,953,25.0,953
949.0,28.695999999999998,1245,12.5,1245
950.0,45.9136,1226,20.0,1226
951.0,43.044,1743,18.75,1743
952.0,91.8273,1799,40.0,1799
953.0,91.8273,1191,40.0,1191
954.0,76.5228,587,33.333333,587
955.0,88.90974000000004,379,38.729096400000024,379
956.0,57.3921,1028,25.0,1028
957.0,20.869799999999998,495,9.090909,495
958.0,22.9568,491,10.0,491
959.0,51.01520000000001,1016,22.222222,1016
960.0,68.8705,930,30.0,930
961.0,96.20007999999997,330,41.90476119999998,330
962.0,91.8273,273,40.0,273
963.0,45.9136,842,20.0,842
964.0,27.0781,1,11.795233999999999,1
965.0,131.1819,196,57.14285699999999,196
966.0,130.07004,14,56.658536,14
967.0,422.67592,19,184.1176466,19
968.0,1452.86858,43,632.8695652000001,43
969.0,519.42744,67,226.262626,67
970.0,1049.4555,96,457.14285700000005,96
971.0,558.1990400000001,34,243.15151480000003,34
972.0,131.1819,562,57.14285699999999,562
973.0,143.48020000000002,340,62.5,340
974.0,120.82540000000002,842,52.631578000000005,842
975.0,70.6364,736,30.76923,736
976.0,102.03040000000001,613,44.444444,613
977.0,76.5228,1428,33.333333,1428
978.0,102.03040000000001,737,44.444444,737
979.0,381.57048000000003,214,166.2121204,214
980.0,65.59089999999999,260,28.571428000000004,260
981.0,229.5684,62,100.0,62
982.0,83.4794,189,36.363636,189
983.0,76.5228,393,33.333333,393
984.0,69.96366000000006,99,30.47619000000003,99
985.0,245.3231,101,106.86274499999999,101
986.0,98.38640000000001,350,42.857141999999996,350
987.0,91.8273,403,40.0,403
988.0,114.7842,530,50.0,530
989.0,114.7842,338,50.0,338
990.0,99.84400000000012,510,43.49206280000005,510
991.0,317.8639,467,138.461538,467
992.0,62.6095,655,27.272727000000003,655
993.0,76.5228,906,33.333333,906
994.0,57.3921,516,25.0,516
995.0,76.5228,593,33.333333,593
996.0,57.3921,1028,25.0,1028
997.0,57.3921,490,25.0,490
998.0,51.01520000000001,1360,22.222222,1360
999.0,38.2614,708,16.666666,708
1000.0,57.3921,1018,25.0,1018
1001.0,57.3921,914,25.0,914
1002.0,76.5228,348,33.333333,348
1003.0,62.6095,376,27.272727000000003,376
1004.0,28.695999999999998,1080,12.5,1080
1005.0,45.9136,1395,20.0,1395
1006.0,57.3921,644,25.0,644
1007.0,83.4794,301,36.363636,301
1008.0,245.9661,151,107.142857,151
1009.0,137.741,420,60.0,420
1010.0,65.5909,575,28.571428000000004,575
1011.0,76.5228,514,33.333333,514
1012.0,57.3921,1021,25.0,1021
1013.0,51.01520000000001,1038,22.222222,1038
1014.0,76.5228,257,33.333333,257
1015.0,65.59089999999999,501,28.571428000000004,501
1016.0,57.3921,942,25.0,942
1017.0,68.8705,962,30.0,962
1018.0,556.2618600000005,153,242.3076918000002,153
1019.0,57.3921,13,25.0,13
1020.0,104.67028000000008,410,45.59440520000003,410
1021.0,131.1819,387,57.14285699999999,387
1022.0,57.3921,712,25.0,712
1023.0,45.9136,850,20.0,850
1024.0,57.3921,645,25.0,645
1025.0,40.15974000000005,1284,17.493605600000024,1284
1026.0,32.7954,675,14.285714000000002,675
1027.0,65.5909,626,28.571428000000004,626
1028.0,22.9568,1572,10.0,1572
1029.0,22.9568,1485,10.0,1485
1030.0,20.869799999999998,867,9.090909,867
1031.0,20.869799999999998,1507,9.090909,1507
1032.0,25.507600000000004,595,11.111111,595
1033.0,28.695999999999998,1518,12.5,1518
1034.0,32.7954,1127,14.285714000000002,1127
1035.0,32.7954,766,14.285714000000002,766
1036.0,41.7397,672,18.181818,672
1037.0,41.7397,684,18.181818,684
1039.0,51.01520000000001,827,22.222222,827
1040.0,94.5281,232,41.17647,232
1041.0,38.2614,564,16.666666,564
1042.0,25.507600000000004,744,11.111111,744
1043.0,22.9568,1042,10.0,1042
1044.0,25.507600000000004,983,11.111111,983
1045.0,16.3977,1040,7.142857000000001,1040
1046.0,19.1307,900,8.333333,900
1047.0,28.695999999999998,741,12.5,741
1048.0,32.7954,770,14.285714000000002,770
1049.0,38.2614,1527,16.666666,1527
1050.0,32.7954,1358,14.285714000000002,1358
1051.0,38.2614,595,16.666666,595
1052.0,20.869799999999998,561,9.090909,561
1053.0,22.9568,1609,10.0,1609
1054.0,22.9568,1018,10.0,1018
1055.0,28.695999999999998,1594,12.5,1594
1056.0,32.7954,1254,14.285714000000002,1254
1057.0,65.59089999999999,732,28.571428000000004,732
1058.0,32.7954,1454,14.285714000000002,1454
1059.0,38.2614,786,16.666666,786
1060.0,38.2614,1419,16.666666,1419
1061.0,65.59089999999999,869,28.571428000000004,869
1062.0,38.2614,938,16.666666,938
1063.0,76.5228,1122,33.333333,1122
1064.0,25.507600000000004,824,11.111111,824
1065.0,28.695999999999998,2031,12.5,2031
1066.0,65.59089999999999,563,28.571428000000004,563
1067.0,32.7954,1588,14.285714000000002,1588
1068.0,38.2614,1062,16.666666,1062
1069.0,38.2614,1786,16.666666,1786
1070.0,25.507600000000004,1068,11.111111,1068
1071.0,32.7954,1099,14.285714000000002,1099
1072.0,45.9136,1080,20.0,1080
1073.0,19.1307,1182,8.333333,1182
1074.0,22.9568,1971,10.0,1971
1075.0,22.9568,668,10.0,668
1076.0,25.507600000000004,1140,11.111111,1140
1077.0,20.869799999999998,1297,9.090909,1297
1078.0,16.3977,1193,7.142857000000001,1193
1079.0,14.347999999999999,3206,6.25,3206
1080.0,16.3977,1623,7.142857000000001,1623
1081.0,19.1307,1131,8.333333,1131
1082.0,27.088620000000024,1335,11.799823600000009,1335
1083.0,38.2614,3730,16.666666,3730
1084.0,15.3045,2077,6.666666000000001,2077
1085.0,16.3977,1385,7.142857000000001,1385
1086.0,27.008000000000003,2065,11.764705,2065
1087.0,17.6591,1488,7.692307000000001,1488
1088.0,16.3977,1177,7.142857000000001,1177
1089.0,30.6091,1342,13.333332999999996,1342
1090.0,39.161640000000205,904,17.058822800000087,904
1091.0,25.507600000000004,984,11.111111,984
1092.0,114.7842,132,50.0,132
1093.0,45.9136,607,20.0,607
1094.0,25.507600000000004,2463,11.111111,2463
1095.0,19.1307,1089,8.333333,1089
1096.0,25.507600000000004,2381,11.111111,2381
1097.0,22.9568,1050,10.0,1050
1098.0,22.9568,1930,10.0,1930
1099.0,12.753800000000002,2213,5.555555,2213
1100.0,18.365399999999998,2536,8.0,2536
1101.0,9.9812,1285,4.347826,1285
1102.0,11.4784,307,5.0,307
1103.0,14.347999999999999,2542,6.25,2542
1104.0,19.1307,1293,8.333333,1293
1105.0,17.6591,434,7.692307000000001,434
1106.0,22.9568,1242,10.0,1242
1107.0,17.6591,1052,7.6923070000000004,1052
1108.0,13.504000000000001,1825,5.882352,1825
1109.0,15.3045,2396,6.666666,2396
1110.0,16.3977,1880,7.142857000000001,1880
1111.0,17.6591,1988,7.692307000000001,1988
1112.0,17.6591,1887,7.692307,1887
1113.0,277.0653,146,120.689655,146
1114.0,104.05105999999999,194,45.324675,194
1115.0,33.76,181,14.705882,181
1116.0,16.3977,1196,7.142857000000001,1196
1117.0,9.9812,957,4.347826,957
1118.0,20.869799999999998,1490,9.090909,1490
1119.0,19.9624,1973,8.695652,1973
1120.0,19.1307,1262,8.333333,1262
1121.0,45.9136,1439,20.0,1439
1122.0,28.695999999999998,1016,12.5,1016
1123.0,30.6091,1022,13.333332999999998,1022
1124.0,16.3977,1928,7.142857000000001,1928
1125.0,13.504000000000001,1550,5.882352,1550
1126.0,20.869799999999998,2186,9.090909,2186
1127.0,15.3045,2060,6.666666,2060
1128.0,14.347999999999999,1419,6.25,1419
1129.0,12.753800000000002,1701,5.555555,1701
1130.0,12.753800000000002,1275,5.555555,1275
1131.0,9.565300000000002,2077,4.166666,2077
1132.0,7.1739999999999995,1649,3.125,1649
1133.0,13.504000000000001,2417,5.882352,2417
1134.0,15.3045,1428,6.666666,1428
1135.0,45.9136,1002,20.0,1002
1136.0,38.2614,470,16.666666,470
1137.0,10.9318,1236,4.761904,1236
1138.0,12.0825,1916,5.263157,1916
1139.0,12.216760000000031,1215,5.321636600000013,1215
1140.0,9.9812,1056,4.347826,1056
1141.0,12.753800000000002,1945,5.555555,1945
1142.0,9.5653,1326,4.166666,1326
1143.0,20.869799999999998,1178,9.090909,1178
1144.0,8.1988,1105,3.571428,1105
1145.0,114.7842,351,50.0,351
1146.0,229.5684,63,100.0,63
1147.0,10.434899999999999,1890,4.545454,1890
1148.0,83.88112000000001,195,36.5386298,195
1149.0,10.9318,1408,4.761904,1408
1150.0,12.753800000000002,1310,5.555555,1310
1151.0,9.5653,2043,4.166666,2043
1152.0,16.058460000000053,1534,6.995073400000023,1534
1153.0,6.376900000000001,1449,2.777777,1449
1154.0,6.2045,2348,2.702702,2348
1155.0,10.434899999999999,728,4.545454,728
1156.0,7.652200000000001,1273,3.333333,1273
1157.0,20.869799999999998,830,9.090909,830
1158.0,8.8295,1623,3.846153,1623
1159.0,6.752000000000001,727,2.941176,727
1160.0,9.9812,1687,4.347826,1687
1161.0,8.5025,3206,3.703703,3206
1162.0,7.405399999999999,315,3.225806,315
1163.0,13.504000000000001,1255,5.882352,1255
1164.0,5.8863,2087,2.564102,2087
1165.0,6.9566,2464,3.030303,2464
1166.0,16.3977,3794,7.142857000000001,3794
1167.0,25.507600000000004,3825,11.111111,3825
1168.0,28.695999999999998,1925,12.5,1925
1169.0,17.6591,1791,7.6923070000000004,1791
1170.0,32.7954,1499,14.285714000000002,1499
1171.0,19.1307,2563,8.333333,2563
1172.0,14.347999999999999,1561,6.25,1561
1173.0,14.347999999999999,1381,6.25,1381
1174.0,17.6591,1546,7.6923070000000004,1546
1175.0,25.507600000000004,2588,11.111111,2588
1176.0,22.9568,10255,10.0,10255
1177.0,17.6591,6822,7.692307,6822
1178.0,19.1307,12176,8.333333,12176
1179.0,24.165,4749,10.526314999999999,4749
1180.0,22.9568,3834,10.0,3834
1181.0,19.1307,1624,8.333333,1624
1182.0,17.52828000000012,2962,7.635327000000052,2962
1183.0,19.1307,931,8.333333,931
1184.0,17.6591,1376,7.6923070000000004,1376
1185.0,17.6591,4689,7.692307,4689
1186.0,19.1307,5162,8.333333,5162
1187.0,17.6591,2328,7.692307000000001,2328
1188.0,19.1307,2211,8.333333,2211
1189.0,38.2614,1236,16.666666,1236
1190.0,114.7842,332,50.0,332
1191.0,20.869799999999998,1325,9.090909,1325
1192.0,16.3977,1344,7.142857000000001,1344
1193.0,32.7954,1405,14.285714000000002,1405
1194.0,16.3977,1260,7.142857000000001,1260
1195.0,16.3977,4892,7.142857000000001,4892
1196.0,15.3045,2040,6.666666,2040
1197.0,17.6591,590,7.6923070000000004,590
1198.0,27.008000000000003,849,11.764705000000001,849
1199.0,25.507600000000004,1387,11.111111,1387
1200.0,18.97764000000014,2367,8.26666640000006,2367
1201.0,16.3977,1295,7.142857000000001,1295
1202.0,19.1307,614,8.333333,614
1203.0,25.507600000000004,1261,11.111111,1261
1204.0,19.1307,507,8.333333,507
1205.0,38.2614,817,16.666666,817
1206.0,28.695999999999998,1377,12.5,1377
1207.0,20.869799999999998,1329,9.090909,1329
1208.0,22.9568,1280,10.0,1280
1209.0,32.7954,1077,14.285714000000002,1077
1210.0,20.869799999999998,1400,9.090909,1400
1211.0,39.78722000000005,1333,17.33133400000002,1333
1212.0,67.5201,1346,29.411764,1346
1213.0,17.6591,938,7.6923070000000004,938
1214.0,57.3921,1167,25.0,1167
1215.0,22.9568,1624,10.0,1624
1216.0,25.507600000000004,1193,11.111111,1193
1217.0,12.0825,1596,5.263157,1596
1218.0,28.695999999999998,1470,12.5,1470
1219.0,15.3045,1070,6.666666,1070
1220.0,25.507600000000004,2787,11.111110999999998,2787
1221.0,17.6591,1558,7.692307000000001,1558
1222.0,38.2614,446,16.666666,446
1223.0,34.965000000000025,663,15.23076900000001,663
1224.0,229.5684,277,100.0,277
1225.0,51.01520000000001,711,22.222222,711
1226.0,32.7954,951,14.285714000000002,951
1227.0,20.869799999999998,1191,9.090909,1191
1228.0,17.6591,765,7.6923070000000004,765
1229.0,25.507600000000004,1113,11.111111,1113
1230.0,16.3977,2052,7.142857000000001,2052
1231.0,19.1307,1121,8.333333,1121
1232.0,28.695999999999998,976,12.5,976
1233.0,16.3977,1189,7.142857000000001,1189
1234.0,45.9136,949,20.0,949
1235.0,52.97729999999999,601,23.076923,601
1236.0,41.7397,978,18.181818,978
1237.0,229.5684,922,100.0,922
1238.0,25.507600000000004,319,11.111111,319
1239.0,17.6591,876,7.6923070000000004,876
1240.0,17.6591,1544,7.692307,1544
1241.0,57.3921,204,25.0,204
1242.0,17.6591,1804,7.692307,1804
1243.0,114.7842,1348,50.0,1348
1244.0,19.1307,1708,8.333333,1708
1245.0,17.6591,1650,7.6923070000000004,1650
1246.0,25.507600000000004,3224,11.111111,3224
1247.0,20.869799999999998,3404,9.090909,3404
1248.0,25.507600000000004,3260,11.111111,3260
1249.0,21.863599999999998,1422,9.523809,1422
1250.0,19.1307,1225,8.333333,1225
1251.0,22.9568,1963,10.0,1963
1252.0,2.2683,2,0.9881074,2
1253.0,16.3977,1236,7.142857000000001,1236
1254.0,16.3977,1897,7.142857000000001,1897
1255.0,17.6591,1189,7.692307,1189
1256.0,16.3977,1041,7.142857000000001,1041
1257.0,76.5228,1955,33.333333,1955
1258.0,76.5228,898,33.333333,898
1259.0,17.6591,1029,7.692307,1029
1260.0,20.869799999999998,652,9.090909,652
1261.0,28.695999999999998,1233,12.5,1233
1262.0,63.769,348,27.777777,348
1263.0,19.1307,642,8.333333,642
1264.0,35.48636000000001,787,15.457875000000005,787
1265.0,45.9136,736,20.0,736
1266.0,19.1307,1275,8.333333,1275
1267.0,16.3977,1192,7.142857000000001,1192
1268.0,18.365399999999998,3350,8.0,3350
1269.0,24.165,2714,10.526314999999999,2714
1270.0,22.9568,4999,10.0,4999
1271.0,19.1307,4407,8.333333,4407
1273.0,26.40784000000004,1108,11.503267400000016,1108
1274.0,17.6591,1409,7.692307,1409
1275.0,20.869799999999998,900,9.090909,900
1276.0,16.3977,866,7.142857000000001,866
1277.0,17.6591,1866,7.6923070000000004,1866
1278.0,16.3977,1080,7.142857000000001,1080
1279.0,17.6591,1459,7.692307,1459
1280.0,19.1307,3703,8.333333,3703
1281.0,38.49212000000005,1034,16.767168400000024,1034
1282.0,17.6591,3858,7.6923070000000004,3858
1283.0,19.1307,1380,8.333333,1380
1284.0,20.869799999999998,1787,9.090909,1787
1285.0,12.753800000000002,1828,5.555555,1828
1286.0,0.8728,1586,0.380228,1586
1287.0,2.3943,338,1.042971,338
1288.0,15.3045,3292,6.666666000000001,3292
1289.0,25.507600000000004,1811,11.111111,1811
1290.0,20.869799999999998,4298,9.090909,4298
1291.0,20.869799999999998,2164,9.090909,2164
1292.0,16.3977,2890,7.142857000000001,2890
1293.0,114.7842,1625,50.0,1625
1294.0,665.79984,2,290.0224466,2
1295.0,22.9568,1977,10.0,1977
1296.0,17.6591,1379,7.692307,1379
1297.0,45.9136,1806,20.0,1806
1298.0,57.3921,465,25.0,465
1299.0,41.7397,571,18.181818,571
1300.0,19.1307,581,8.333333,581
1301.0,27.008000000000003,954,11.764705000000001,954
1302.0,20.869799999999998,1827,9.090909,1827
1303.0,12.753800000000002,1165,5.555555,1165
1304.0,16.3977,1926,7.142857000000001,1926
1305.0,32.7954,1122,14.285714000000002,1122
1306.0,30.6091,2979,13.333332999999998,2979
1307.0,19.1307,2049,8.333333,2049
1308.0,13.504000000000001,1576,5.882352,1576
1309.0,16.3977,1248,7.142857000000001,1248
1310.0,76.5228,724,33.333333,724
1311.0,12.14782000000009,3180,5.291606600000038,3180
1312.0,9.182699999999999,784,4.0,784
1313.0,7.551880000000007,1356,3.2896170000000025,1356
1314.0,25.507600000000004,1772,11.111110999999998,1772
1315.0,5.7392,797,2.5,797
1316.0,2.9133400000000016,565,1.2690678000000009,565
1317.0,28.695999999999998,1176,12.5,1176
1318.0,10.985120000000013,1970,4.785132800000006,1970
1319.0,27.008000000000003,2300,11.764705,2300
1320.0,27.008000000000003,1843,11.764705000000001,1843
1321.0,21.8636,1843,9.523809,1843
1322.0,16.3977,1928,7.142857000000001,1928
1323.0,32.7954,2761,14.285714000000002,2761
1324.0,4.2512,871,1.851851,871
1325.0,25.507600000000004,2110,11.111111,2110
