taz_id,count,units_per_acre_q8
146.0,98,100.0
147.0,1097,25.0
148.0,626,20.0
149.0,701,50.0
150.0,555,66.666666
151.0,403,28.571428000000004
152.0,1240,25.0
153.0,1027,25.0
154.0,804,33.333333
155.0,814,33.333333
156.0,457,33.333333
157.0,227,40.0
158.0,123,40.0
159.0,992,25.0
160.0,1113,25.0
161.0,899,33.333333
162.0,974,33.333333
163.0,940,25.0
164.0,1582,25.0
165.0,1401,25.0
166.0,1954,33.333333
167.0,1550,25.0
168.0,2469,33.333333
169.0,2393,12.5
170.0,1923,16.666666
171.0,879,14.285714000000002
172.0,1749,16.666666
173.0,1241,20.0
174.0,1717,28.571428000000004
175.0,791,57.14285699999999
176.0,731,50.0
177.0,2113,40.0
178.0,1938,25.0
179.0,2254,25.0
180.0,900,50.0
181.0,1520,25.0
182.0,1959,25.0
183.0,2105,25.0
184.0,2810,25.0
185.0,2339,25.0
186.0,2430,20.0
187.0,1451,16.666666
188.0,8,83.09090880000001
189.0,33,168.41677100000004
190.0,147,33.333333
191.0,1398,12.5
192.0,277,58.487394600000016
193.0,1460,9.090909
194.0,1451,14.285714000000002
195.0,1792,12.5
196.0,2002,12.5
197.0,1153,12.5
198.0,267,25.0
199.0,50,81.82072740000001
200.0,262,42.857141999999996
201.0,939,50.0
202.0,1465,25.0
203.0,1043,33.333333
204.0,1449,33.333333
205.0,1573,28.571428000000004
206.0,997,14.285714000000002
207.0,873,16.666666
208.0,1255,20.0
209.0,2155,12.5
210.0,555,31.929824200000077
211.0,990,38.461538
212.0,849,14.285714000000002
213.0,1861,10.0
214.0,1978,10.0
215.0,964,21.052630999999998
216.0,637,10.0
217.0,1291,10.0
218.0,1049,25.0
219.0,1761,14.285714000000002
220.0,1360,11.111111
221.0,1267,11.111111
222.0,1058,10.0
223.0,1155,16.666666
224.0,1206,9.090909
225.0,1312,9.090909
226.0,2441,9.090909
227.0,1652,9.090909
228.0,15,8.333333
229.0,1505,9.090909
230.0,1608,28.571428000000004
231.0,1398,9.090909
232.0,1698,9.090909
233.0,1601,9.090909
234.0,27,43.561403399999996
235.0,1146,9.090909
236.0,1538,16.666666
237.0,1319,36.363636
238.0,912,16.666666
240.0,711,27.272727000000003
241.0,1174,8.333333
242.0,922,8.333333
243.0,919,8.333333
244.0,1051,15.384615
245.0,939,5.555555
246.0,2095,7.142857000000001
247.0,1099,8.333333
248.0,717,18.181818
249.0,1386,18.181818
250.0,1245,14.285714000000002
251.0,683,46.9586978
252.0,1982,2.083333
253.0,811,5.882352
254.0,1927,2.272727
255.0,1156,7.6923070000000004
256.0,693,21.428570999999998
257.0,589,33.333333
258.0,634,36.363636
259.0,490,27.272727000000003
260.0,1136,23.076923
261.0,975,9.090909
262.0,880,9.090909
263.0,745,9.090909
264.0,1024,9.090909
265.0,355,66.666666
266.0,883,50.0
267.0,1013,16.666666
268.0,735,25.0
269.0,739,8.333333
270.0,544,25.0
271.0,918,25.0
272.0,935,8.333333
273.0,771,16.666666
274.0,616,33.333333
275.0,883,18.181818
276.0,319,15.384615
277.0,1390,9.090909
278.0,633,27.272727000000003
279.0,1047,10.0
280.0,965,18.181818
281.0,821,16.666666
282.0,783,8.333333
283.0,1302,8.333333
284.0,559,36.363636
285.0,1123,8.333333
286.0,1987,12.5
287.0,721,10.526314999999999
288.0,1163,12.826086800000013
289.0,2165,10.0
290.0,983,12.5
291.0,1071,23.809523000000002
292.0,789,5.555555
293.0,1864,9.090909
294.0,2156,9.090909
295.0,1039,9.090909
296.0,2229,8.333333
297.0,1119,5.555555
298.0,2324,3.703703
299.0,1214,1.136363
300.0,1019,2.6315779999999998
301.0,1987,7.142857000000001
302.0,1636,5.555555
303.0,1579,7.692307
304.0,1692,7.692307
305.0,705,6.666666
306.0,979,8.695652
307.0,1827,7.692307
308.0,1319,9.090909
309.0,1705,17.673201800000005
310.0,622,9.090909
311.0,801,14.285714000000002
312.0,1520,20.0
313.0,60,28.55731200000002
314.0,644,41.84210479999999
315.0,150,182.42424160000002
316.0,441,18.181818
317.0,1117,13.333332999999998
318.0,958,9.090909
319.0,1166,7.142857000000001
320.0,1307,16.666666
321.0,1036,7.142857000000001
322.0,1549,10.0
323.0,990,25.0
324.0,331,36.0
325.0,1165,23.16742060000002
326.0,280,41.17647000000001
327.0,710,25.0
328.0,1069,9.090909
329.0,762,14.285714000000002
330.0,985,14.285714000000002
331.0,1141,9.090909
332.0,820,9.090909
333.0,1859,14.285714000000002
334.0,1232,10.0
335.0,564,38.14376680000001
336.0,1187,9.090909
337.0,418,4.166666
338.0,755,8.333333
339.0,927,2.369877800000004
340.0,915,25.0
341.0,885,29.05913960000001
342.0,1500,1.265822
343.0,812,5.555555
344.0,1209,5.882352
345.0,1464,8.333333
346.0,800,25.0
347.0,2495,1.481481
349.0,254,7.142857000000001
350.0,642,4.0
351.0,1066,16.666666
352.0,1,40.763052
354.0,2,281.798201
355.0,26,87.13692900000001
356.0,1423,66.666666
357.0,1634,8.0
358.0,1955,7.142857000000001
359.0,1279,7.692307
360.0,1556,7.6923070000000004
361.0,1641,8.333333
362.0,1447,11.111111
363.0,734,7.142857000000001
364.0,652,6.850574000000016
365.0,261,44.444444
366.0,854,16.666666
367.0,1569,8.333333
368.0,1465,1.1235950000000001
369.0,1507,5.555555
370.0,1293,7.6923070000000004
371.0,1069,6.666666
372.0,620,136.66666640000076
373.0,891,9.090909
374.0,296,150.0
375.0,353,200.0
376.0,1120,50.0
377.0,635,125.0
378.0,534,45.88691140000002
379.0,710,30.76923
380.0,73,134.105263
381.0,1435,11.111111
382.0,760,12.5
383.0,695,7.142857000000001
384.0,1498,4.347826
385.0,966,4.347826
386.0,1053,4.347826
387.0,1229,4.545454
388.0,2106,4.545454
389.0,1412,6.666666
390.0,712,18.98809520000002
391.0,689,46.05647499999999
392.0,165,180.00000000000043
393.0,723,17.688751600000028
394.0,1210,10.0
395.0,246,137.5
397.0,532,100.0
398.0,256,75.0
399.0,9,83.5555552
400.0,601,60.0
401.0,23,74.24644020000005
402.0,10,42.0
404.0,362,16.666666
405.0,1,0.011422
406.0,4,176.96766960000002
407.0,1,4.549763
408.0,1,0.08244
409.0,12,5.555555
410.0,289,70.0
411.0,4,68.3018232
412.0,404,1270.0000000000018
413.0,1013,250.0
414.0,738,7.142857000000001
415.0,584,33.333333
416.0,1425,60.0
418.0,97,30.76923
419.0,668,7.6923070000000004
420.0,741,9.090909
421.0,86,8.333333
422.0,745,150.0
423.0,916,16.666666
424.0,1393,9.090909
425.0,526,23.076923
426.0,530,40.0
427.0,62,33.640025
428.0,23,104.05660360000002
429.0,7,7.487178800000001
430.0,2,3.7601760000000004
431.0,10,6.7391304000000005
432.0,43,37.5
433.0,622,29.882352800000007
434.0,29,11.111111
435.0,470,33.333333
436.0,1167,14.285714000000002
437.0,980,12.5
438.0,1220,25.0
439.0,716,14.285714000000002
440.0,759,41.372548399999985
441.0,810,200.0
442.0,1061,8.333333
443.0,903,12.826086800000013
444.0,1449,14.285714000000002
445.0,923,16.428570800000013
446.0,1025,69.12698400000001
447.0,927,14.285714000000002
448.0,588,274.0909088000001
449.0,831,83.333333
450.0,813,28.571428000000004
451.0,1597,13.333332999999998
452.0,964,9.714285400000044
453.0,1955,7.6923070000000004
454.0,1387,5.555555
455.0,938,5.555555
456.0,1248,50.0
457.0,1350,7.6923070000000004
458.0,1033,7.142857000000001
459.0,2010,10.0
460.0,588,10.0
461.0,1398,9.090909
462.0,1368,11.764705000000001
463.0,967,11.111111
464.0,1313,15.230769000000052
465.0,1514,10.0
466.0,1377,8.333333
467.0,700,25.0
468.0,961,18.75
469.0,805,100.0
470.0,1597,11.764705000000001
471.0,816,100.0
472.0,637,133.333333
473.0,762,37.5
474.0,881,14.285714000000002
475.0,1085,8.333333
476.0,1926,7.142857000000001
477.0,1805,25.0
478.0,471,33.333333
479.0,1905,8.333333
480.0,1113,7.142857000000001
481.0,1483,7.692307000000001
482.0,1437,7.142857000000001
483.0,1203,66.666666
484.0,1729,14.285714000000002
485.0,1694,66.666666
486.0,823,11.764705000000001
487.0,908,66.666666
488.0,2074,16.666666
489.0,2036,7.6923070000000004
490.0,1268,7.6923070000000004
491.0,878,13.333332999999998
492.0,1599,7.692307
493.0,1903,4.347826
494.0,1946,4.0
495.0,1924,3.571428
496.0,922,2.688477200000005
497.0,2130,4.347826
498.0,1375,5.263157
499.0,2318,7.692307000000001
500.0,1252,7.6923070000000004
501.0,1358,7.142857000000001
502.0,1007,14.285714000000002
503.0,1009,72.85714260000032
504.0,902,100.0
505.0,1509,14.285714000000002
506.0,981,50.0
507.0,1639,25.0
508.0,586,26.666665999999996
509.0,679,20.0
510.0,955,4.166666
511.0,1867,9.090909
512.0,1370,5.263157
513.0,995,5.555555
514.0,2410,7.142857000000001
515.0,1918,7.142857000000001
516.0,1318,7.142857000000001
517.0,1651,7.6923070000000004
518.0,1675,7.142857000000001
519.0,2361,40.0
520.0,1311,7.142857000000001
521.0,1265,20.0
522.0,1730,7.6923070000000004
523.0,2331,8.333333
524.0,1901,7.142857000000001
525.0,1589,7.142857000000001
526.0,2285,7.692307
527.0,2432,10.526314999999997
528.0,1540,9.124579000000008
529.0,1006,10.0
530.0,1160,33.333333
531.0,938,100.0
532.0,633,150.0
533.0,1030,23.809523
534.0,1245,13.891625200000023
535.0,1213,20.0
536.0,671,23.076923
537.0,474,239.99999980000058
538.0,621,300.0
539.0,123,13.83458600000001
540.0,986,20.0
541.0,1605,9.090909
542.0,569,14.285714000000002
543.0,673,36.363636
544.0,1157,20.0
545.0,561,23.076923
546.0,769,97.2727270000004
547.0,1142,20.0
548.0,1723,20.0
549.0,618,62.115384400000025
550.0,902,14.285714000000002
551.0,917,83.333333
552.0,518,28.571428000000004
553.0,708,16.666666
554.0,705,20.0
555.0,836,42.857141999999996
556.0,104,73.333333
557.0,140,166.666666
558.0,362,138.461538
559.0,1375,12.5
560.0,667,25.0
561.0,507,30.76923
562.0,674,25.0
563.0,821,350.0
564.0,1178,25.0
565.0,520,200.0
566.0,1218,100.0
567.0,519,37.5
568.0,1426,66.666666
569.0,879,66.666666
570.0,533,9.090909
571.0,820,8.333333
572.0,869,9.090909
573.0,1024,7.692307
574.0,581,200.0
575.0,962,7.142857000000001
576.0,1111,7.6923070000000004
577.0,1047,12.5
578.0,978,150.0
579.0,321,33.333333
580.0,289,40.0
581.0,580,9.090909
582.0,919,66.666666
583.0,1114,10.0
584.0,723,8.333333
585.0,886,8.333333
586.0,1097,9.090909
587.0,327,8.333333
588.0,937,8.333333
589.0,937,18.181818
590.0,598,12.5
591.0,1114,20.0
592.0,723,33.333333
593.0,503,20.0
594.0,1064,100.0
595.0,509,200.0
596.0,575,66.666666
597.0,491,12.5
598.0,1573,28.571428000000004
599.0,1283,20.0
600.0,1196,8.333333
601.0,1563,28.571428000000004
602.0,15,115.4841266
603.0,5,64.10361259999999
604.0,111,14.285714000000002
605.0,1772,100.0
606.0,990,14.285714000000002
607.0,1047,200.0
608.0,111,25.0
609.0,1487,9.090909
610.0,484,33.333333
611.0,1437,9.43722899999998
612.0,741,250.0
613.0,821,7.6923070000000004
614.0,1288,8.333333
615.0,1162,7.6923070000000004
616.0,968,100.0
617.0,782,7.6923070000000004
618.0,740,7.142857000000001
619.0,1527,11.111111
620.0,989,12.5
621.0,991,14.285714000000002
622.0,1375,7.6923070000000004
623.0,1766,25.0
624.0,868,7.142857000000001
625.0,1246,8.333333
626.0,1292,7.6923070000000004
627.0,1329,12.5
628.0,1393,7.142857000000001
629.0,1470,5.882352
630.0,1765,9.090909
631.0,1040,12.5
632.0,1154,66.666666
633.0,1737,11.764705000000001
634.0,1026,24.786324
635.0,894,9.090909
636.0,1230,9.090909
637.0,1480,5.0
638.0,1149,9.090909
639.0,1017,9.090909
640.0,831,11.111111
641.0,850,8.333333
642.0,936,20.0
643.0,997,7.142857000000001
644.0,1076,7.6923070000000004
645.0,1212,7.142857000000001
646.0,886,7.6923070000000004
647.0,1285,5.263157
648.0,1714,10.0
649.0,1072,9.090909
650.0,1334,14.285714000000002
651.0,1501,33.333333
652.0,1280,9.090909
653.0,2756,9.090909
654.0,3562,33.333333
655.0,3642,9.090909
656.0,1823,12.5
657.0,1258,11.111111
658.0,1279,7.692307
659.0,911,20.0
660.0,1005,7.142857000000001
661.0,1708,9.090909
662.0,1347,7.6923070000000004
663.0,1005,7.142857000000001
664.0,1759,18.181818
665.0,2026,9.090909
666.0,471,8.333333
667.0,783,58.82352900000001
668.0,1680,66.666666
669.0,1220,15.384615
670.0,1764,10.210526000000048
671.0,646,14.285714000000002
672.0,1022,15.384615
673.0,1222,66.06060540000021
674.0,1796,7.142857000000001
675.0,1559,7.142857000000001
676.0,1499,16.266666400000062
677.0,716,14.285714000000002
678.0,932,7.142857000000001
679.0,1113,50.0
680.0,2017,7.692307
681.0,1067,8.333333
682.0,1768,7.142857000000001
683.0,1339,7.142857000000001
684.0,2051,7.6923070000000004
685.0,1145,12.5
686.0,1155,16.666666
687.0,849,33.333333
688.0,2023,14.285714000000002
689.0,1432,5.555555
690.0,1906,6.666666
691.0,1025,5.0
692.0,996,20.0
693.0,1356,7.142857000000001
694.0,1715,6.666666
695.0,2562,7.142857000000001
696.0,1704,20.0
697.0,301,2.1233726
698.0,2147,6.666666000000001
699.0,1495,6.666666
700.0,2082,22.222222
701.0,1736,10.0
702.0,1880,16.666666
703.0,1143,7.142857000000001
704.0,1106,5.263157
705.0,2496,8.333333
706.0,302,2.34375
707.0,1122,20.0
708.0,1970,12.5
709.0,1172,11.111111
710.0,1382,11.111111
711.0,2449,7.142857000000001
712.0,945,1.9764704000000035
713.0,1153,1.086956
714.0,29,11.016548199999999
715.0,2020,11.111111
716.0,1310,7.142857000000001
717.0,1667,8.333333
718.0,1822,9.523809
719.0,1391,21.568627
720.0,1311,7.142857000000001
721.0,1485,11.111111
722.0,2109,9.090909
723.0,1360,9.090909
724.0,1711,12.5
725.0,1375,4.545454
726.0,2602,7.142857000000001
727.0,1028,7.142857000000001
728.0,2272,7.142857000000001
729.0,2023,27.272727000000003
730.0,1153,25.0
731.0,367,12.5
732.0,1461,11.111111
733.0,1775,6.666666
734.0,2214,6.666666
735.0,1218,5.263157
736.0,2224,16.666666
737.0,1532,7.142857000000001
738.0,1712,11.111111
739.0,785,23.16742060000002
740.0,1203,11.111111
741.0,1379,5.882352
742.0,1570,50.0
743.0,2481,14.285714000000002
744.0,1110,10.526314999999999
745.0,1150,20.0
746.0,2425,5.0
747.0,1194,4.0
748.0,1226,7.142857000000001
749.0,1039,12.5
750.0,135,25.0
751.0,23,100.0
752.0,35,20.29303940000001
753.0,1443,6.666666
754.0,822,7.142857000000001
755.0,2593,16.666666
756.0,2095,7.142857000000001
757.0,797,9.090909
758.0,1339,14.285714000000002
759.0,1803,7.692307000000001
760.0,1588,8.333333
761.0,1318,18.181818
762.0,621,12.5
763.0,730,50.0
764.0,1615,7.6923070000000004
765.0,943,8.333333
766.0,850,6.25
767.0,1926,17.647057999999998
768.0,1877,9.090909
769.0,429,112.5
770.0,1712,12.5
771.0,2230,7.142857000000001
772.0,1006,9.090909
773.0,1202,12.5
774.0,1089,16.666666
775.0,2083,7.142857000000001
776.0,1504,27.272727000000003
777.0,110,60.0
778.0,1039,50.0
779.0,1503,11.764705
780.0,1028,6.25
781.0,1259,9.090909
782.0,1873,14.285714000000002
783.0,440,9.090909
784.0,1605,7.6923070000000004
785.0,1526,13.333332999999998
786.0,1339,7.692307
787.0,1806,16.666666
788.0,1641,11.111110999999998
789.0,1262,14.285714000000002
790.0,1852,9.090909
791.0,813,33.333333
792.0,888,7.142857000000001
793.0,1213,25.0
794.0,875,10.0
795.0,531,12.5
796.0,1585,11.111111
797.0,1417,10.0
798.0,594,15.276879600000006
799.0,977,14.285714000000002
800.0,1124,7.6923070000000004
801.0,2007,15.384615
802.0,1187,15.384615
803.0,331,20.0
804.0,896,9.090909
805.0,1880,9.090909
806.0,1822,12.5
807.0,789,9.090909
808.0,924,8.333333
809.0,527,7.692307
810.0,2265,33.333333
811.0,1324,16.666666
812.0,862,9.090909
813.0,640,9.090909
814.0,953,9.090909
815.0,437,16.857142
816.0,615,9.090909
817.0,506,21.552126800000014
818.0,1208,11.111111
819.0,406,12.5
820.0,2518,8.695652
821.0,1138,6.666666
822.0,858,8.333333
823.0,1889,14.285714000000002
824.0,541,12.5
825.0,1027,11.111111
826.0,414,15.384615
827.0,636,9.090909
828.0,1233,33.333333
829.0,742,18.181818
830.0,1089,9.090909
831.0,312,19.384615200000013
832.0,1359,9.090909
833.0,1417,8.333333
834.0,1683,9.090909
835.0,1576,9.090909
836.0,1127,8.333333
837.0,1450,14.285714000000002
838.0,739,16.666666
839.0,595,50.0
840.0,1252,11.056910200000003
841.0,884,14.285714000000002
842.0,642,9.090909
843.0,1415,8.333333
844.0,2222,20.0
845.0,1976,10.0
846.0,1648,10.0
847.0,416,23.076923
848.0,507,18.75
849.0,1295,8.333333
850.0,1365,7.142857000000001
851.0,803,7.6923070000000004
852.0,1914,8.333333
853.0,1552,10.0
854.0,488,22.727272
855.0,812,17.413043200000004
856.0,1537,14.285714000000002
857.0,712,20.0
858.0,1411,8.333333
859.0,1304,8.333333
860.0,1213,18.181818
861.0,2255,8.333333
862.0,1264,14.285714000000002
863.0,1026,10.0
864.0,881,34.782608
865.0,1353,9.090909
866.0,1450,7.142857000000001
867.0,843,10.0
868.0,1243,10.0
869.0,932,13.333332999999998
870.0,1290,16.666666
871.0,964,26.666665999999996
872.0,2000,9.090909
873.0,1240,10.0
875.0,967,11.111111
876.0,595,11.111111
877.0,787,12.5
878.0,1198,18.181818
879.0,929,20.0
880.0,679,22.222222
881.0,877,16.666666
882.0,823,14.285714000000002
883.0,1208,7.6923070000000004
884.0,1379,7.142857000000001
885.0,2113,8.333333
886.0,1585,10.0
887.0,1014,11.111111
888.0,979,22.222222
889.0,918,22.222222
890.0,1259,18.181818
891.0,996,22.222222
892.0,864,22.222222
893.0,672,20.0
894.0,626,25.0
895.0,875,37.5
896.0,499,53.846153
897.0,612,28.571428000000004
898.0,665,28.571428000000004
899.0,1709,16.666666
900.0,1286,22.222222
901.0,1173,16.666666
902.0,717,12.5
903.0,1636,12.5
904.0,1434,20.0
905.0,1508,20.0
906.0,1258,25.0
907.0,1009,11.111111
908.0,1064,16.666666
909.0,1227,14.285714000000002
910.0,1885,11.111111
911.0,961,8.333333
912.0,1908,7.142857000000001
913.0,2514,7.142857000000001
914.0,2203,7.142857000000001
915.0,1308,11.111111
916.0,1259,10.0
917.0,1730,11.111111
918.0,2154,8.333333
919.0,716,6.666666
920.0,842,8.333333
921.0,728,15.384615
922.0,1361,20.0
923.0,1403,23.697478200000038
924.0,1007,25.0
925.0,825,33.333333
926.0,580,100.0
927.0,373,36.363636
928.0,530,33.333333
929.0,716,23.529411
930.0,512,22.222222
931.0,649,25.0
932.0,804,24.117646600000135
933.0,1048,33.333333
934.0,757,50.0
935.0,584,33.333333
936.0,572,30.76923
937.0,1114,14.285714000000002
938.0,1588,9.090909
939.0,826,30.0
940.0,520,52.771929000000036
941.0,334,87.25806440000001
942.0,257,112.5
943.0,992,35.714285
944.0,322,100.0
945.0,94,228.8
946.0,185,166.666666
947.0,290,107.692307
948.0,953,25.0
949.0,1245,12.5
950.0,1226,20.0
951.0,1743,18.75
952.0,1799,40.0
953.0,1191,40.0
954.0,587,33.333333
955.0,379,38.729096400000024
956.0,1028,25.0
957.0,495,9.090909
958.0,491,10.0
959.0,1016,22.222222
960.0,930,30.0
961.0,330,41.90476119999998
962.0,273,40.0
963.0,842,20.0
964.0,1,11.795233999999999
965.0,196,57.14285699999999
966.0,14,56.658536
967.0,19,184.1176466
968.0,43,632.8695652000001
969.0,67,226.262626
970.0,96,457.14285700000005
971.0,34,243.15151480000003
972.0,562,57.14285699999999
973.0,340,62.5
974.0,842,52.631578000000005
975.0,736,30.76923
976.0,613,44.444444
977.0,1428,33.333333
978.0,737,44.444444
979.0,214,166.2121204
980.0,260,28.571428000000004
981.0,62,100.0
982.0,189,36.363636
983.0,393,33.333333
984.0,99,30.47619000000003
985.0,101,106.86274499999999
986.0,350,42.857141999999996
987.0,403,40.0
988.0,530,50.0
989.0,338,50.0
990.0,510,43.49206280000005
991.0,467,138.461538
992.0,655,27.272727000000003
993.0,906,33.333333
994.0,516,25.0
995.0,593,33.333333
996.0,1028,25.0
997.0,490,25.0
998.0,1360,22.222222
999.0,708,16.666666
1000.0,1018,25.0
1001.0,914,25.0
1002.0,348,33.333333
1003.0,376,27.272727000000003
1004.0,1080,12.5
1005.0,1395,20.0
1006.0,644,25.0
1007.0,301,36.363636
1008.0,151,107.142857
1009.0,420,60.0
1010.0,575,28.571428000000004
1011.0,514,33.333333
1012.0,1021,25.0
1013.0,1038,22.222222
1014.0,257,33.333333
1015.0,501,28.571428000000004
1016.0,942,25.0
1017.0,962,30.0
1018.0,153,242.3076918000002
1019.0,13,25.0
1020.0,410,45.59440520000003
1021.0,387,57.14285699999999
1022.0,712,25.0
1023.0,850,20.0
1024.0,645,25.0
1025.0,1284,17.493605600000024
1026.0,675,14.285714000000002
1027.0,626,28.571428000000004
1028.0,1572,10.0
1029.0,1485,10.0
1030.0,867,9.090909
1031.0,1507,9.090909
1032.0,595,11.111111
1033.0,1518,12.5
1034.0,1127,14.285714000000002
1035.0,766,14.285714000000002
1036.0,672,18.181818
1037.0,684,18.181818
1039.0,827,22.222222
1040.0,232,41.17647
1041.0,564,16.666666
1042.0,744,11.111111
1043.0,1042,10.0
1044.0,983,11.111111
1045.0,1040,7.142857000000001
1046.0,900,8.333333
1047.0,741,12.5
1048.0,770,14.285714000000002
1049.0,1527,16.666666
1050.0,1358,14.285714000000002
1051.0,595,16.666666
1052.0,561,9.090909
1053.0,1609,10.0
1054.0,1018,10.0
1055.0,1594,12.5
1056.0,1254,14.285714000000002
1057.0,732,28.571428000000004
1058.0,1454,14.285714000000002
1059.0,786,16.666666
1060.0,1419,16.666666
1061.0,869,28.571428000000004
1062.0,938,16.666666
1063.0,1122,33.333333
1064.0,824,11.111111
1065.0,2031,12.5
1066.0,563,28.571428000000004
1067.0,1588,14.285714000000002
1068.0,1062,16.666666
1069.0,1786,16.666666
1070.0,1068,11.111111
1071.0,1099,14.285714000000002
1072.0,1080,20.0
1073.0,1182,8.333333
1074.0,1971,10.0
1075.0,668,10.0
1076.0,1140,11.111111
1077.0,1297,9.090909
1078.0,1193,7.142857000000001
1079.0,3206,6.25
1080.0,1623,7.142857000000001
1081.0,1131,8.333333
1082.0,1335,11.799823600000009
1083.0,3730,16.666666
1084.0,2077,6.666666000000001
1085.0,1385,7.142857000000001
1086.0,2065,11.764705
1087.0,1488,7.692307000000001
1088.0,1177,7.142857000000001
1089.0,1342,13.333332999999996
1090.0,904,17.058822800000087
1091.0,984,11.111111
1092.0,132,50.0
1093.0,607,20.0
1094.0,2463,11.111111
1095.0,1089,8.333333
1096.0,2381,11.111111
1097.0,1050,10.0
1098.0,1930,10.0
1099.0,2213,5.555555
1100.0,2536,8.0
1101.0,1285,4.347826
1102.0,307,5.0
1103.0,2542,6.25
1104.0,1293,8.333333
1105.0,434,7.692307000000001
1106.0,1242,10.0
1107.0,1052,7.6923070000000004
1108.0,1825,5.882352
1109.0,2396,6.666666
1110.0,1880,7.142857000000001
1111.0,1988,7.692307000000001
1112.0,1887,7.692307
1113.0,146,120.689655
1114.0,194,45.324675
1115.0,181,14.705882
1116.0,1196,7.142857000000001
1117.0,957,4.347826
1118.0,1490,9.090909
1119.0,1973,8.695652
1120.0,1262,8.333333
1121.0,1439,20.0
1122.0,1016,12.5
1123.0,1022,13.333332999999998
1124.0,1928,7.142857000000001
1125.0,1550,5.882352
1126.0,2186,9.090909
1127.0,2060,6.666666
1128.0,1419,6.25
1129.0,1701,5.555555
1130.0,1275,5.555555
1131.0,2077,4.166666
1132.0,1649,3.125
1133.0,2417,5.882352
1134.0,1428,6.666666
1135.0,1002,20.0
1136.0,470,16.666666
1137.0,1236,4.761904
1138.0,1916,5.263157
1139.0,1215,5.321636600000013
1140.0,1056,4.347826
1141.0,1945,5.555555
1142.0,1326,4.166666
1143.0,1178,9.090909
1144.0,1105,3.571428
1145.0,351,50.0
1146.0,63,100.0
1147.0,1890,4.545454
