taz_id,count,units_per_acre_q8
1148.0,195,36.5386298
1149.0,1408,4.761904
1150.0,1310,5.555555
1151.0,2043,4.166666
1152.0,1534,6.995073400000023
1153.0,1449,2.777777
1154.0,2348,2.702702
1155.0,728,4.545454
1156.0,1273,3.333333
1157.0,830,9.090909
1158.0,1623,3.846153
1159.0,727,2.941176
1160.0,1687,4.347826
1161.0,3206,3.703703
1162.0,315,3.225806
1163.0,1255,5.882352
1164.0,2087,2.564102
1165.0,2464,3.030303
1166.0,3794,7.142857000000001
1167.0,3825,11.111111
1168.0,1925,12.5
1169.0,1791,7.6923070000000004
1170.0,1499,14.285714000000002
1171.0,2563,8.333333
1172.0,1561,6.25
1173.0,1381,6.25
1174.0,1546,7.6923070000000004
1175.0,2588,11.111111
1176.0,10255,10.0
1177.0,6822,7.692307
1178.0,12176,8.333333
1179.0,4749,10.526314999999999
1180.0,3834,10.0
1181.0,1624,8.333333
1182.0,2962,7.635327000000052
1183.0,931,8.333333
1184.0,1376,7.6923070000000004
1185.0,4689,7.692307
1186.0,5162,8.333333
1187.0,2328,7.692307000000001
1188.0,2211,8.333333
1189.0,1236,16.666666
1190.0,332,50.0
1191.0,1325,9.090909
1192.0,1344,7.142857000000001
1193.0,1405,14.285714000000002
1194.0,1260,7.142857000000001
1195.0,4892,7.142857000000001
1196.0,2040,6.666666
1197.0,590,7.6923070000000004
1198.0,849,11.764705000000001
1199.0,1387,11.111111
1200.0,2367,8.26666640000006
1201.0,1295,7.142857000000001
1202.0,614,8.333333
1203.0,1261,11.111111
1204.0,507,8.333333
1205.0,817,16.666666
1206.0,1377,12.5
1207.0,1329,9.090909
1208.0,1280,10.0
1209.0,1077,14.285714000000002
1210.0,1400,9.090909
1211.0,1333,17.33133400000002
1212.0,1346,29.411764
1213.0,938,7.6923070000000004
1214.0,1167,25.0
1215.0,1624,10.0
1216.0,1193,11.111111
1217.0,1596,5.263157
1218.0,1470,12.5
1219.0,1070,6.666666
1220.0,2787,11.111110999999998
1221.0,1558,7.692307000000001
1222.0,446,16.666666
1223.0,663,15.23076900000001
1224.0,277,100.0
1225.0,711,22.222222
1226.0,951,14.285714000000002
1227.0,1191,9.090909
1228.0,765,7.6923070000000004
1229.0,1113,11.111111
1230.0,2052,7.142857000000001
1231.0,1121,8.333333
1232.0,976,12.5
1233.0,1189,7.142857000000001
1234.0,949,20.0
1235.0,601,23.076923
1236.0,978,18.181818
1237.0,922,100.0
1238.0,319,11.111111
1239.0,876,7.6923070000000004
1240.0,1544,7.692307
1241.0,204,25.0
1242.0,1804,7.692307
1243.0,1348,50.0
1244.0,1708,8.333333
1245.0,1650,7.6923070000000004
1246.0,3224,11.111111
1247.0,3404,9.090909
1248.0,3260,11.111111
1249.0,1422,9.523809
1250.0,1225,8.333333
1251.0,1963,10.0
1252.0,2,0.9881074
1253.0,1236,7.142857000000001
1254.0,1897,7.142857000000001
1255.0,1189,7.692307
1256.0,1041,7.142857000000001
1257.0,1955,33.333333
1258.0,898,33.333333
1259.0,1029,7.692307
1260.0,652,9.090909
1261.0,1233,12.5
1262.0,348,27.777777
1263.0,642,8.333333
1264.0,787,15.457875000000005
1265.0,736,20.0
1266.0,1275,8.333333
1267.0,1192,7.142857000000001
1268.0,3350,8.0
1269.0,2714,10.526314999999999
1270.0,4999,10.0
1271.0,4407,8.333333
1273.0,1108,11.503267400000016
1274.0,1409,7.692307
1275.0,900,9.090909
1276.0,866,7.142857000000001
1277.0,1866,7.6923070000000004
1278.0,1080,7.142857000000001
1279.0,1459,7.692307
1280.0,3703,8.333333
1281.0,1034,16.767168400000024
1282.0,3858,7.6923070000000004
1283.0,1380,8.333333
1284.0,1787,9.090909
1285.0,1828,5.555555
1286.0,1586,0.380228
1287.0,338,1.042971
1288.0,3292,6.666666000000001
1289.0,1811,11.111111
1290.0,4298,9.090909
1291.0,2164,9.090909
1292.0,2890,7.142857000000001
1293.0,1625,50.0
1294.0,2,290.0224466
1295.0,1977,10.0
1296.0,1379,7.692307
1297.0,1806,20.0
1298.0,465,25.0
1299.0,571,18.181818
1300.0,581,8.333333
1301.0,954,11.764705000000001
1302.0,1827,9.090909
1303.0,1165,5.555555
1304.0,1926,7.142857000000001
1305.0,1122,14.285714000000002
1306.0,2979,13.333332999999998
1307.0,2049,8.333333
1308.0,1576,5.882352
1309.0,1248,7.142857000000001
1310.0,724,33.333333
1311.0,3180,5.291606600000038
1312.0,784,4.0
1313.0,1356,3.2896170000000025
1314.0,1772,11.111110999999998
1315.0,797,2.5
1316.0,565,1.2690678000000009
1317.0,1176,12.5
1318.0,1970,4.785132800000006
1319.0,2300,11.764705
1320.0,1843,11.764705000000001
1321.0,1843,9.523809
1322.0,1928,7.142857000000001
1323.0,2761,14.285714000000002
1324.0,871,1.851851
1325.0,2110,11.111111
1326.0,1704,7.142857000000001
1327.0,1546,10.0
1328.0,1126,1.612903
1329.0,1060,2.5
1330.0,1193,8.333333
1331.0,1214,15.384615
1332.0,1330,20.0
1333.0,1144,7.142857000000001
1334.0,1528,7.142857000000001
1335.0,1958,7.692307000000001
1336.0,4033,15.23076900000014
1337.0,1262,3.571428
1338.0,904,17.77924600000003
1339.0,1599,12.5
1340.0,1514,11.111111
1341.0,1454,15.384615
1342.0,981,20.0
1343.0,983,14.285714000000002
1344.0,852,50.0
1345.0,772,50.0
1346.0,1015,9.523809
1347.0,1538,11.111111
1348.0,927,27.272727000000003
1349.0,1564,16.666666
1350.0,1686,13.333332999999998
1351.0,1269,7.142857000000001
1352.0,1432,5.263157
1353.0,3057,11.111110999999998
1354.0,3128,5.882352
1355.0,1022,12.5
1356.0,1586,18.75
1357.0,1037,13.333332999999998
1358.0,1586,10.81081
1359.0,1963,7.142857000000001
1360.0,786,13.333332999999998
1361.0,313,33.333333
1362.0,991,16.666666
1363.0,587,14.285714000000002
1364.0,1069,13.333332999999998
1365.0,1695,6.25
1366.0,3525,5.882352
1367.0,1435,7.298461400000023
1368.0,1185,9.523809
1369.0,1724,9.090909
1370.0,2611,12.5
1371.0,1409,8.333333
1372.0,1052,13.166666400000056
1373.0,799,50.0
1374.0,1197,12.5
1375.0,1771,12.5
1376.0,1265,16.666666
1377.0,878,14.285714000000002
1378.0,1491,11.111111
1379.0,971,10.0
1380.0,1823,11.111111
1381.0,2602,12.5
1382.0,2026,8.333333
1383.0,1771,2.5
1384.0,1968,9.090909
1385.0,1277,4.166666
1386.0,1199,7.692307
1387.0,1454,1.639344
1388.0,1294,1.3020962000000007
1389.0,2435,7.6923070000000004
1390.0,2631,10.0
1391.0,2273,10.0
1392.0,1760,8.0
1393.0,1681,9.090909
1394.0,2719,10.0
1395.0,2068,13.333332999999996
1396.0,3471,9.090909
1397.0,2045,10.0
1398.0,1438,9.090909
1399.0,1001,12.5
1400.0,710,2.222222
1401.0,999,4.792626000000007
1402.0,3070,8.333333
1403.0,3967,4.347826
1404.0,1108,5.555555
1405.0,966,6.666666
1406.0,703,4.545454
1407.0,1179,50.0
1408.0,1981,33.333333
1409.0,2648,10.0
1410.0,1720,100.0
1411.0,1960,31.168224200000076
1412.0,2964,13.217390999999973
1413.0,1084,25.0
1414.0,2729,5.263157
1415.0,1471,8.066666600000016
1416.0,1335,4.545454
1417.0,139,5.882352
1418.0,1733,5.263157
1419.0,1154,20.0
1420.0,2734,7.692307
1421.0,2101,14.285714000000002
1422.0,2244,6.666666
1423.0,2390,6.666666
1424.0,880,100.0
1425.0,2011,14.285714000000002
1426.0,2280,5.555555
1427.0,1819,11.111111
1428.0,1328,50.0
1429.0,1460,12.5
1430.0,1270,23.076923
1431.0,2398,11.764705000000001
1432.0,1596,11.111111
1433.0,1146,11.111111
1434.0,2231,9.090909
1435.0,908,5.0
1436.0,1650,6.25
1437.0,2188,50.0
1438.0,1828,50.0
1440.0,2255,14.285714000000002
1441.0,1870,12.5
1442.0,2175,10.0
1443.0,1495,100.0
1444.0,1124,23.348415800000012
1445.0,1748,6.25
1446.0,2189,50.0
1447.0,817,7.142857000000001
1448.0,2989,50.0
1449.0,240,45.530302600000006
1450.0,2620,10.601503000000017
1451.0,2014,8.333333
1452.0,1761,9.090909
1453.0,296,8.333333
1454.0,1640,11.111111
